City,Region,Country,AirQuality,WaterPollution
Ewarton,Middlesex County,Jamaica,75,50
Liberia,Guanacaste Province,Costa Rica,100,0
Ubari,Wadi al Hayaa District,Libya,0,100
Newcastle upon Tyne,England,United Kingdom,73.14814815,20.23809524
Tamworth,New South Wales,Australia,100,25
Parksville,British Columbia,Canada,80,0
Chaguanas,,Trinidad and Tobago,20,70
Dhangadhi,,Nepal,62.5,37.5
Rohtak,Haryana,India,50,25
Muzaffarpur,Bihar,India,17.59259259,57.60869565
Knutsford,England,United Kingdom,100,0
Richards Bay,KwaZulu-Natal,South Africa,75,25
Gannan,Heilongjiang,People's Republic of China,0,50
Spring Hill,Tennessee,United States of America,87.5,25
Airway Heights,Washington,United States of America,100,0
Yelm,Washington,United States of America,50,50
Sequim,Washington,United States of America,100,25
Brier,Washington,United States of America,100,0
Kirtipur,Bagmati,Nepal,62.5,50
Katoomba,New South Wales,Australia,100,0
Siddharthanagar,,Nepal,25,75
Goose Creek,South Carolina,United States of America,100,0
Atlantida,Canelones Department,Uruguay,66.66666667,33.33333333
Gympie,Queensland,Australia,62.5,62.5
Punta Cana,La Altagracia Province,Dominican Republic,40.625,65.625
Waterloo,Wisconsin,United States of America,100,50
Neenah,Wisconsin,United States of America,50,0
Kempton Park,Gauteng,South Africa,37.5,50
Hempstead,New York,United States of America,100,50
Smithtown,New York,United States of America,100,50
Hella,,Iceland,100,0
Hermanus,Western Cape,South Africa,100,0
Rio de Mouro,Lisbon,Portugal,100,50
Temara,Rabat-Sale-Kenitra,Morocco,75,25
Atibaia,Sao Paulo,Brazil,75,25
Alberton,Gauteng,South Africa,28.125,59.375
Yorkton,Saskatchewan,Canada,100,0
Hyderabad,,Pakistan,50,59.09090909
Plymouth,Michigan,United States of America,50,50
Woodstock,Ontario,Canada,50,50
Parnaiba,Piaui,Brazil,100,75
Worcester,England,United Kingdom,83.33333333,16.66666667
Khenchela,Khenchela Province,Algeria,100,0
Stony Hill,,Jamaica,100,0
May Pen,Middlesex County,Jamaica,68.75,18.75
Madaba,Madaba Governorate,Jordan,37.5,75
Panevezys,,Lithuania,70,40
St. Paul,Alberta,Canada,100,0
Islip,New York,United States of America,75,25
Linhares,Espirito Santo,Brazil,100,100
Banepa,Bagmati,Nepal,0,100
Woodburn,Oregon,United States of America,100,0
Riffa,Southern Governorate,Bahrain,32.69230769,53.125
Purnia,Bihar,India,100,50
Nandyal,,India,12.5,75
Wardha,Maharashtra,India,50,50
Hisar,Haryana,India,29.62962963,46.15384615
Ponca City,Oklahoma,United States of America,100,50
Pilar,Buenos Aires Province,Argentina,75,100
Portsmouth,Rhode Island,United States of America,100,0
Rio das Ostras,Rio de Janeiro,Brazil,25,100
Kretinga,,Lithuania,75,50
Anand,Gujarat,India,78.84615385,45.45454545
La Libertad,Santa Elena Province,Ecuador,75,100
La Piedad,Michoacan,Mexico,50,100
Mandeville,Middlesex County,Jamaica,62.5,12.5
Trail,British Columbia,Canada,100,0
Fresnillo,Zacatecas,Mexico,75,25
Lephalale,Limpopo,South Africa,62.5,50
Lisburn,Northern Ireland,United Kingdom,75,25
Muar,Johor,Malaysia,25,50
Zeeland,Michigan,United States of America,100,0
Piedras Negras,Coahuila,Mexico,75,25
Roanoke,Indiana,United States of America,95.45454545,35.71428571
Weirton,West Virginia,United States of America,62.5,50
Revelstoke,British Columbia,Canada,100,50
Vieira de Leiria,Leiria,Portugal,87.5,50
Detroit Lakes,Minnesota,United States of America,100,50
Waterford,Connecticut,United States of America,25,50
Deltona,Florida,United States of America,87.5,75
Melfort,Saskatchewan,Canada,100,0
Morehead,Kentucky,United States of America,100,25
Ustrzyki Dolne,Podkarpackie Voivodeship,Poland,70,0
Nizwa,Ad Dakhiliyah Governorate,Oman,100,100
Navsari,Gujarat,India,68.75,54.54545455
Birmingham,Iowa,United States of America,71.05263158,31.66666667
Waldorf,Minnesota,United States of America,100,75
Tenali,Andhra Pradesh,India,71.42857143,58.33333333
San Pedro Garza Garcia,Nuevo Leon,Mexico,46.875,12.5
Kajang,Selangor,Malaysia,50,50
Leawood,Kansas,United States of America,50,75
Mohali,Punjab,India,87.5,75
Nalgonda,Telangana,India,75,75
Lakeport,California,United States of America,100,50
Jackson,California,United States of America,100,50
Attock,Punjab,Pakistan,75,50
Upland,Indiana,United States of America,62.5,50
San Juan,San Juan-Laventille,Trinidad and Tobago,25,25
Medea,Medea Province,Algeria,50,50
Elko,South Carolina,United States of America,100,25
Cutler Bay,Florida,United States of America,100,25
Kareli,Shida Kartli,Georgia,0,50
Greenville,North Carolina,United States of America,90,25
Narayanganj,Dhaka Division,Bangladesh,6.25,93.75
Hun,Jufra,Libya,100,0
Vadnais Heights,Minnesota,United States of America,100,50
Hinesville,Georgia,United States of America,75,25
Abington,Massachusetts,United States of America,100,50
Williston,North Dakota,United States of America,85,75
Fairmont,West Virginia,United States of America,100,50
Warner Robins,Georgia,United States of America,100,37.5
Korba,Chhattisgarh,India,43.75,43.75
Elkhart,Indiana,United States of America,87.5,50
Frankfort,Indiana,United States of America,50,75
La Porte,Indiana,United States of America,87.5,50
Takoradi,Western Region,Ghana,75,50
Hounslow,England,United Kingdom,0,50
Sanford,North Carolina,United States of America,100,50
Spruce Pine,North Carolina,United States of America,100,0
Yanceyville,North Carolina,United States of America,87.5,50
Mooresville,North Carolina,United States of America,100,25
Hope Mills,North Carolina,United States of America,100,50
Hickory,North Carolina,United States of America,100,50
Bryson City,North Carolina,United States of America,87.5,50
Williams Lake,British Columbia,Canada,75,75
Torpoint,England,United Kingdom,100,50
Palanga,,Lithuania,100,50
Buffalo,North Dakota,United States of America,100,50
Beaver Dam,Kentucky,United States of America,100,50
Pingdu,Shandong,People's Republic of China,0,50
Chesterfield,South Carolina,United States of America,100,25
Quesnel,British Columbia,Canada,100,50
Stone Mountain,Georgia,United States of America,0,100
Astoria,Illinois,United States of America,37.5,62.5
Ellsworth,Maine,United States of America,100,50
Swampscott,Massachusetts,United States of America,100,50
San Jose del Cabo,Baja California Sur,Mexico,100,25
Secunda,Mpumalanga,South Africa,9.090909091,60.71428571
Litija,Litija Municipality,Slovenia,50,0
Ras al-Khaimah,Emirate of Ras Al Khaimah,United Arab Emirates,57.14285714,29.6875
Seminole,Florida,United States of America,100,0
Zephyrhills,Florida,United States of America,25,50
Bukit Mertajam,Penang,Malaysia,62.5,62.5
California,Kentucky,United States of America,0,100
San Isidro,Buenos Aires Province,Argentina,100,0
Gettysburg,South Dakota,United States of America,75,75
KwaMhlanga,Mpumalanga,South Africa,50,50
Bajos de Haina,,Dominican Republic,0,100
Croydon,England,United Kingdom,45,45
Parry Sound,Ontario,Canada,100,50
Telsiai,,Lithuania,50,75
Beloit,Kansas,United States of America,50,62.5
Willoughby,Ohio,United States of America,75,0
Mansfield,Georgia,United States of America,0,50
Tinsukia,Assam,India,0,75
Ithaca,Michigan,United States of America,93.75,40.625
Wayne,West Virginia,United States of America,87.5,50
El Progreso,Yoro Department,Honduras,25,100
Banstead,England,United Kingdom,100,0
Bourne,Massachusetts,United States of America,75,25
Nalaikh,,Mongolia,50,50
Holetown,Saint James,Barbados,100,50
Skikda,Skikda Province,Algeria,0,100
Randburg,Gauteng,South Africa,83.33333333,33.33333333
Ilford,England,United Kingdom,0,25
Longmeadow,Massachusetts,United States of America,75,25
Owosso,Michigan,United States of America,75,100
Kingston upon Thames,England,United Kingdom,81.25,33.33333333
Amherst,New Hampshire,United States of America,100,50
Port Hawkesbury,Nova Scotia,Canada,100,50
Taourirt,Oriental,Morocco,100,100
Hampton,South Carolina,United States of America,37.5,50
Bowral,New South Wales,Australia,75,33.33333333
Oakland,Tennessee,United States of America,100,0
Arlington,Kansas,United States of America,66.66666667,16.66666667
Lewisburg,Tennessee,United States of America,100,50
Sidi Slimane,Rabat-Sale-Kenitra,Morocco,75,50
Clarksville,Indiana,United States of America,95,0
Kyaukpyu,,Myanmar,0,50
Orillia,Ontario,Canada,100,0
Ait Melloul,Souss-Massa,Morocco,100,0
Ashburn,Georgia,United States of America,60,25
Taupo,Bay of Plenty Region,New Zealand,100,25
Franklin,West Virginia,United States of America,100,0
Decatur,Tennessee,United States of America,75,100
Bridgewater,Connecticut,United States of America,87.5,50
Cookeville,Tennessee,United States of America,100,50
Chafford Hundred,England,United Kingdom,82.14285714,50
Peachtree City,Georgia,United States of America,50,50
Pardes Hanna-Karkur,,Israel,25,50
Syracuse,Indiana,United States of America,75,50
Mandeville,Louisiana,United States of America,75,75
Lynchburg,South Carolina,United States of America,100,0
Holderness,New Hampshire,United States of America,100,50
Speightstown,Saint Peter,Barbados,75,75
Long Island,Kansas,United States of America,87.5,25
Aconibe,,Equatorial Guinea,0,100
Yreka,California,United States of America,100,50
Tyngsborough,Massachusetts,United States of America,100,50
Sirajganj,Rajshahi Division,Bangladesh,100,75
Mirpur,,Pakistan,66.66666667,100
Huntingdon,Tennessee,United States of America,75,50
Couva,Couva-Tabaquite-Talparo,Trinidad and Tobago,43.75,43.75
Talanga,Francisco Morazan Department,Honduras,50,50
Seaside,Oregon,United States of America,100,0
Pooler,Georgia,United States of America,75,25
Cankuzo,Cankuzo Province,Burundi,0,100
Arendal,Agder,Norway,87.5,0
Edison,Georgia,United States of America,75,25
Greater Noida,Uttar Pradesh,India,25,100
Las Tablas,Los Santos Province,Panama,100,0
Topsham,Maine,United States of America,100,50
Alwar,Rajasthan,India,37.5,55.76923077
Frederick,South Dakota,United States of America,91.66666667,33.33333333
Manistee,Michigan,United States of America,100,50
Allegan,Michigan,United States of America,100,0
Bayla,Bari,Somalia,100,0
Richland,Oregon,United States of America,100,0
Rumford,Maine,United States of America,100,50
Nnewi,,Nigeria,12.5,50
Djelfa,Djelfa Province,Algeria,50,62.5
Pikeville,Kentucky,United States of America,100,50
Douglasville,Georgia,United States of America,25,75
Batu Pahat,Johor,Malaysia,75,100
Bowmanville,Ontario,Canada,0,100
Sangre Grande,Sangre Grande Regional Corporation,Trinidad and Tobago,75,75
Chesapeake,West Virginia,United States of America,100,37.5
Brandon,Vermont,United States of America,100,0
Salmon Arm,British Columbia,Canada,25,75
Yorkville,Tennessee,United States of America,100,0
Fredericksburg,Indiana,United States of America,100,25
Simcoe,Ontario,Canada,100,50
Utica,Indiana,United States of America,93.75,37.5
Grenville,Saint Andrew Parish,Grenada,66.66666667,58.33333333
Guntur,,India,38.54166667,57.89473684
Manassas,Georgia,United States of America,87.5,0
Gadsden,Tennessee,United States of America,87.5,75
Bomassa,Sangha Department,Republic of the Congo,0,100
Hlatikulu,Shiselweni District,Eswatini,87.5,62.5
Deep River,Ontario,Canada,100,50
Rutherford,Tennessee,United States of America,0,100
Merimbula,New South Wales,Australia,100,0
Norman Wells,Northwest Territories,Canada,100,50
Braga,Braga,Portugal,85.29411765,25
Leiria,Leiria,Portugal,89.28571429,28.57142857
Matosinhos,Porto,Portugal,37.5,62.5
Pak Kret,Nonthaburi,Thailand,40.625,87.5
Kristiansund,More og Romsdal,Norway,75,0
Robe,,Ethiopia,75,75
Willimantic,Maine,United States of America,100,50
Middlesex,Vermont,United States of America,83.33333333,50
Somerset,Vermont,United States of America,100,50
Siparia,Siparia Regional Corporation,Trinidad and Tobago,62.5,50
Carlisle,New York,United States of America,100,50
Al Jubayhah,Amman Governorate,Jordan,75,37.5
Vizianagaram,Andhra Pradesh,India,58.33333333,58.33333333
Kurnool,,India,43.33333333,65.90909091
New Windsor,New York,United States of America,100,50
Taylor,New York,United States of America,87.5,50
New Paltz,New York,United States of America,100,50
Webster,New York,United States of America,0,50
Hamar,Innlandet,Norway,95,0
Lillehammer,Innlandet,Norway,85,75
Germantown,New York,United States of America,100,0
Kocaeli,Kocaeli Province,Turkey,22.72727273,62.5
Princeton,Massachusetts,United States of America,87.5,25
Sakarya,,Turkey,41.66666667,0
Santa Ana,San Jose Province,Costa Rica,75,50
Kaunas,,Lithuania,73.27586207,24
Takengon,Aceh,Indonesia,100,0
Innopolis,Republic of Tatarstan,Russia,100,0
Addu City,Addu Atoll,Maldives,50,100
Anshan,Hebei,People's Republic of China,0,100
Bakaata,Mount Lebanon Governorate,Lebanon,0,100
Bath,New York,United States of America,100,50
Bayan Lepas,Penang,Malaysia,31.25,93.75
Buderim,Queensland,Australia,75,0
Dickinson,New York,United States of America,100,50
Drummond,KwaZulu-Natal,South Africa,12.5,50
Gjovik,Innlandet,Norway,100,50
Gainesville,New York,United States of America,100,25
Gorakhpur,Uttar Pradesh,India,47.11538462,66
Ribeseya,Asturias,Spain,100,50
Jiujiang,Guangdong,People's Republic of China,0,50
Shiraz,Fars Province,Iran,55,43.75
Lafayette,Wisconsin,United States of America,93.75,12.5
Bridgend,Wales,United Kingdom,75,75
Millmerran,Queensland,Australia,100,0
Picton,Ontario,Canada,100,25
Qingyuan,Guangxi,People's Republic of China,12.5,50
Saint Joseph,Tunapuna-Piarco Regional Corporation,Trinidad and Tobago,100,75
Wausau,Wisconsin,United States of America,100,25
Yilan,Heilongjiang,People's Republic of China,75,50
Kish,Hormozgan Province,Iran,100,0
Fredrikstad,Viken,Norway,100,50
Haugesund,Rogaland,Norway,95,5
Molde,More og Romsdal,Norway,93.75,18.75
Sarpsborg,Viken,Norway,90,0
Solna,Stockholm County,Sweden,58.33333333,25
Bacau,Bacau County,Romania,67.30769231,50
Anyang,Guangxi,People's Republic of China,20,0
Yan'an,Guangxi,People's Republic of China,0,50
Zhangqiu,Shandong,People's Republic of China,0,50
Guizhou,Hubei,People's Republic of China,46.42857143,33.33333333
Linkou,Guizhou,People's Republic of China,25,50
Luoyang,Henan,People's Republic of China,0,50
Chancay,Lima region,Peru,25,50
Chittoor,Andhra Pradesh,India,70,70.83333333
Gibsons,British Columbia,Canada,100,50
Elverum,Innlandet,Norway,100,12.5
Khlong Luang,Pathum Thani,Thailand,25,25
Qatif,Eastern Province,Saudi Arabia,25,75
Aarschot,Flemish Region,Belgium,75,41.66666667
Skien,Vestfold og Telemark,Norway,85.71428571,8.333333333
Haldia,West Bengal,India,0,100
Kulai,Johor,Malaysia,50,50
Horten,Vestfold og Telemark,Norway,100,0
Belem,Para,Brazil,81.25,93.75
Guadalajara,Castile-La Mancha,Spain,75,75
Kocevje,Municipality of Kocevje,Slovenia,100,50
Sandefjord,Vestfold og Telemark,Norway,75,25
Samut Prakan,Samut Prakan,Thailand,34.375,50
Matara,Southern Province,Sri Lanka,25,66.66666667
Moss,Viken,Norway,80,75
Croton,,Italy,62.5,50
Penglai,Sichuan,People's Republic of China,0,50
Shilong,Guangxi,People's Republic of China,50,62.5
Sandnes,Rogaland,Norway,62.5,37.5
Drammen,Vestfold og Telemark,Norway,77.77777778,5
Bang Kruai,Nonthaburi,Thailand,25,50
Sint-Truiden,Flemish Region,Belgium,50,50
Handan,Hebei,People's Republic of China,0,50
San Cristobal de La Laguna,Canary Islands,Spain,80,100
Sihanoukville,Sihanoukville Province,Cambodia,25,86.36363636
Nantucket,Massachusetts,United States of America,100,50
Dudelange,,Luxembourg,66.66666667,62.5
Benevento,Campania,Italy,45,75
Oviedo,Asturias,Spain,67.85714286,25
Spa,Wallonia,Belgium,100,50
Mechelen,Flemish Region,Belgium,60.71428571,25
Ostend,Flemish Region,Belgium,37.5,50
Kortrijk,Flemish Region,Belgium,70.83333333,62.5
Hasselt,Flemish Region,Belgium,75,25
Genk,Flemish Region,Belgium,62.5,50
Osorio,Rio Grande do Sul,Brazil,100,75
Talavera de la Reina,Castile-La Mancha,Spain,91.66666667,50
Las Palmas de Gran Canaria,Canary Islands,Spain,70.45454545,48.61111111
Santander,Cantabria,Spain,83.33333333,10.71428571
Santiago de Compostela,Galicia,Spain,95.83333333,37.5
Leon,Castile and Leon,Spain,83.33333333,31.25
Getafe,Community of Madrid,Spain,45.83333333,0
Ponferrada,Castile and Leon,Spain,100,50
Santa Cruz de Tenerife,Canary Islands,Spain,80,46.42857143
Warangal,Telangana,India,53.40909091,71.875
Kristiansand,Agder,Norway,93.75,9.375
Stavanger,Rogaland,Norway,92.1875,15.51724138
Gombak,Selangor,Malaysia,15,75
Siping,,People's Republic of China,0,50
Antwerp,Flemish Region,Belgium,36.5,40.76086957
Beringen,Flemish Region,Belgium,0,100
Damme,Flemish Region,Belgium,87.5,50
Verviers,Wallonia,Belgium,62.5,50
Waregem,Flemish Region,Belgium,100,50
